2021-09-08 08:33:14,956 [main] INFO  [com.fzc.fzcstockus.FzcStockUsApplication] StartupInfoLogger.java:55 - Starting FzcStockUsApplication using Java 1.8.0_191 on FLAMENCO-XXX with PID 4284 (B:\github\flamenco\project\fzc\fzc-stock-us\target\classes started by Flamenco.xxx in B:\github\flamenco\project\fzc)
2021-09-08 08:33:24,994 [main] INFO  [com.xxl.job.core.executor.XxlJobExecutor] XxlJobExecutor.java:178 - >>>>>>>>>>> xxl-job register jobhandler success, name:fzc-us-basic, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@6e62c398[class com.fzc.fzcstockus.xxlJob.BasicFinancialTaskJob#execute]
2021-09-08 08:33:24,994 [main] INFO  [com.xxl.job.core.executor.XxlJobExecutor] XxlJobExecutor.java:178 - >>>>>>>>>>> xxl-job register jobhandler success, name:fzc-test, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@6b3dc0aa[class com.fzc.fzcstockus.xxlJob.DemoJob#execute]
2021-09-08 08:33:25,093 [main] WARN  [com.xxl.job.core.executor.XxlJobExecutor] XxlJobExecutor.java:152 - >>>>>>>>>>> xxl-job accessToken is empty. To ensure system security, please set the accessToken.
2021-09-08 08:33:25,209 [Thread-74] INFO  [com.xxl.job.core.server.EmbedServer] EmbedServer.java:86 - >>>>>>>>>>> xxl-job remoting server start success, nettype = class com.xxl.job.core.server.EmbedServer, port = 6665
2021-09-08 08:33:25,242 [main] INFO  [o.s.cloud.netflix.eureka.InstanceInfoFactory] InstanceInfoFactory.java:67 - Setting initial instance status as: STARTING
2021-09-08 08:33:25,301 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:372 - Initializing Eureka in region us-east-1
2021-09-08 08:33:25,309 [main] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 08:33:25,347 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1007 - Disable delta property : false
2021-09-08 08:33:25,347 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1008 - Single vip registry refresh property : null
2021-09-08 08:33:25,347 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1009 - Force full registry fetch : false
2021-09-08 08:33:25,348 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1010 - Application is null : false
2021-09-08 08:33:25,348 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1011 - Registered Applications size is zero : true
2021-09-08 08:33:25,348 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1013 - Application version is -1: true
2021-09-08 08:33:25,348 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1097 - Getting all instance registry info from the eureka server
2021-09-08 08:33:25,851 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1106 - The response status is 200
2021-09-08 08:33:25,855 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1321 - Starting heartbeat executor: renew interval is: 5
2021-09-08 08:33:25,859 [main] INFO  [com.netflix.discovery.InstanceInfoReplicator] InstanceInfoReplicator.java:60 - InstanceInfoReplicator onDemand update allowed rate per min is 4
2021-09-08 08:33:25,866 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:492 - Discovery Client initialized at timestamp 1631061205864 with initial instances count: 0
2021-09-08 08:33:25,871 [main] INFO  [o.s.c.n.e.serviceregistry.EurekaServiceRegistry] EurekaServiceRegistry.java:41 - Registering application FZC-STOCK-US with eureka with status UP
2021-09-08 08:33:25,871 [main] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1352 - Saw local status change event StatusChangeEvent [timestamp=1631061205871, current=UP, previous=STARTING]
2021-09-08 08:33:25,874 [DiscoveryClient-InstanceInfoReplicator-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:873 - DiscoveryClient_FZC-STOCK-US/host.docker.internal:fzc-stock-us:8084: registering service...
2021-09-08 08:33:25,890 [main] INFO  [o.s.boot.web.embedded.tomcat.TomcatWebServer] TomcatWebServer.java:220 - Tomcat started on port(s): 8084 (http) with context path ''
2021-09-08 08:33:25,892 [main] INFO  [o.s.c.n.e.s.EurekaAutoServiceRegistration] EurekaAutoServiceRegistration.java:144 - Updating port to 8084
2021-09-08 08:33:26,049 [DiscoveryClient-InstanceInfoReplicator-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:882 - DiscoveryClient_FZC-STOCK-US/host.docker.internal:fzc-stock-us:8084 - registration status: 204
2021-09-08 08:33:26,268 [main] INFO  [o.s.a.rabbit.connection.CachingConnectionFactory] AbstractConnectionFactory.java:636 - Attempting to connect to: [127.0.0.1:5672]
2021-09-08 08:33:26,322 [main] INFO  [o.s.a.rabbit.connection.CachingConnectionFactory] AbstractConnectionFactory.java:589 - Created new connection: rabbitConnectionFactory#58037bd2:0/SimpleConnection@5024b6e2 [delegate=amqp://guest@127.0.0.1:5672/, localPort= 2467]
2021-09-08 08:33:26,423 [main] INFO  [com.fzc.fzcstockus.FzcStockUsApplication] StartupInfoLogger.java:61 - Started FzcStockUsApplication in 12.961 seconds (JVM running for 18.746)
2021-09-08 08:33:27,096 [RMI TCP Connection(2)-172.29.128.1] INFO  [o.a.c.core.ContainerBase.[Tomcat].[localhost].[/]] DirectJDKLog.java:173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-09-08 08:33:27,097 [RMI TCP Connection(2)-172.29.128.1] INFO  [org.springframework.web.servlet.DispatcherServlet] FrameworkServlet.java:525 - Initializing Servlet 'dispatcherServlet'
2021-09-08 08:33:27,098 [RMI TCP Connection(2)-172.29.128.1] INFO  [org.springframework.web.servlet.DispatcherServlet] FrameworkServlet.java:547 - Completed initialization in 1 ms
2021-09-08 08:33:27,099 [RMI TCP Connection(1)-172.29.128.1] INFO  [com.zaxxer.hikari.HikariDataSource] HikariDataSource.java:110 - HikariPool-1 - Starting...
2021-09-08 08:33:27,615 [RMI TCP Connection(1)-172.29.128.1] INFO  [com.zaxxer.hikari.HikariDataSource] HikariDataSource.java:123 - HikariPool-1 - Start completed.
2021-09-08 08:33:27,698 [RMI TCP Connection(1)-172.29.128.1] INFO  [org.mongodb.driver.connection] SLF4JLogger.java:71 - Opened connection [connectionId{localValue:3, serverValue:3}] to localhost:27017
2021-09-08 08:33:55,859 [DiscoveryClient-CacheRefreshExecutor-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1007 - Disable delta property : false
2021-09-08 08:33:55,860 [DiscoveryClient-CacheRefreshExecutor-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1008 - Single vip registry refresh property : null
2021-09-08 08:33:55,860 [DiscoveryClient-CacheRefreshExecutor-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1009 - Force full registry fetch : false
2021-09-08 08:33:55,860 [DiscoveryClient-CacheRefreshExecutor-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1010 - Application is null : false
2021-09-08 08:33:55,860 [DiscoveryClient-CacheRefreshExecutor-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1011 - Registered Applications size is zero : true
2021-09-08 08:33:55,860 [DiscoveryClient-CacheRefreshExecutor-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1013 - Application version is -1: false
2021-09-08 08:33:55,860 [DiscoveryClient-CacheRefreshExecutor-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1097 - Getting all instance registry info from the eureka server
2021-09-08 08:33:55,883 [DiscoveryClient-CacheRefreshExecutor-0] INFO  [com.netflix.discovery.DiscoveryClient] DiscoveryClient.java:1106 - The response status is 200
2021-09-08 08:38:25,350 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 08:42:22,246 [File Watcher] INFO  [o.s.d.r.config.RepositoryConfigurationDelegate] RepositoryConfigurationDelegate.java:128 - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-09-08 08:42:22,259 [File Watcher] INFO  [o.s.d.r.config.RepositoryConfigurationDelegate] RepositoryConfigurationDelegate.java:188 - Finished Spring Data repository scanning in 12 ms. Found 0 Redis repository interfaces.
2021-09-08 08:42:22,269 [File Watcher] INFO  [o.s.d.r.config.RepositoryConfigurationDelegate] RepositoryConfigurationDelegate.java:128 - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2021-09-08 08:42:22,278 [File Watcher] INFO  [o.s.d.r.config.RepositoryConfigurationDelegate] RepositoryConfigurationDelegate.java:188 - Finished Spring Data repository scanning in 7 ms. Found 0 MongoDB repository interfaces.
2021-09-08 08:42:22,279 [File Watcher] WARN  [org.mybatis.spring.mapper.ClassPathMapperScanner] Logger.java:44 - No MyBatis mapper was found in '[com.fzc.fzcstockus.mapper]' package. Please check your configuration.
2021-09-08 08:43:25,366 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 08:48:25,371 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 08:53:25,375 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 08:58:25,376 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:03:25,379 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:08:25,391 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:13:25,400 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:18:25,401 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:23:25,404 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:28:25,414 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:33:25,416 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:38:25,421 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:43:25,424 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:48:25,432 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:53:25,433 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 09:58:25,443 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:03:25,444 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:08:25,446 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:13:25,458 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:18:25,464 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:23:25,477 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:28:25,478 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:33:25,485 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:38:25,488 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:43:25,493 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:48:25,505 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:53:25,507 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 10:58:25,511 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:03:25,518 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:08:25,521 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:13:25,532 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:18:25,543 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:23:25,557 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:28:25,569 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:33:25,574 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:38:25,588 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:43:25,592 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:48:25,595 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:53:25,607 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 11:58:25,612 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:03:25,616 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:08:25,622 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:13:25,628 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:18:25,638 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:23:25,651 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:28:25,666 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:33:25,680 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:38:25,695 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:43:25,706 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
2021-09-08 12:48:25,718 [AsyncResolver-bootstrap-executor-0] INFO  [c.n.d.shared.resolver.aws.ConfigClusterResolver] ConfigClusterResolver.java:43 - Resolving eureka endpoints via configuration
